title,year,duration,genre,classif,release,rating,users_rated,poster_img_url,movie_url,budget,op_weekend_US,gross_US,gross_worldwide,review
In the Mood for Love ,2000,1h 38min,Drama,PG,"9 March 2001 (USA)
",8.1,"125,414","https://m.media-amazon.com/images/M/MV5BYjZjODRlMjQtMjJlYy00ZDBjLTkyYTQtZGQxZTk5NzJhYmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0118694/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_240,,"$113,280,","$2,738,980","$13,676,467","I won't bore you with story and plot lines, as they have been presented many times already on this page, so It's been along time coming since I have seen such a film. Beautiful, elegant and restrained, with a narrative pace to match. A film with sensitivity and understated qualities that is rare in these times of clichéd plots. The beautifully subdued photography, saturated in rich luxurious colors, and for lack of better words, each frame is filled with an air of tension. The settings and locations are used repeatedly but the film manages to breath new life into them each time they featured, there always seems to be a key prop, light fixture, or set piece to slightly clue the audience as to where we are in the characters world."
Rang De Basanti ,2006,2h 47min,Comedy,Not Rated,"26 January 2006 (USA)
",8.2,"112,345","https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0405508/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_238,,"$701,666,","$2,197,694","$10,800,778","Brilliant! Brilliant! Brilliant! Cannot believe that such a movie could be made in Hindi cinema.Complete Kudos to the screenplay,director,actors and the whole team for producing such a brilliant movie."
Time of the Gypsies ,1988,2h 22min,Comedy,R,"9 February 1990 (USA)
",8.2,"26,909","https://m.media-amazon.com/images/M/MV5BODI2ZjVlMGQtMWE5ZS00MjJiLWIyMWYtMGU5NmIxNDc0OTMyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0097223/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_235,,,"$280,015",,"I'm glad I was bored on a Friday night and decided to browse the foreign film section. I randomly picked Time of the Gypsies, and now it is my favorite. The soundtrack, as well as the movie, is amazing. This film is unique in almost every aspect. It was moving without being too gushy or fake--I highly recommend seeing it. The other commentees have said pretty much everything else about this film in an nicely eloquent way, so I feel I need not elaborate. :)"
Rebecca ,1940,2h 10min,Drama,Approved,"12 April 1940 (USA)
",8.1,"124,540","https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0032976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_236,"$1,288,000",,,"$72,275","This was Alfred Hitchcock's first American-made film. Quite frankly, I'm amazed at how well Hitchcock ""got"" what American audiences wanted in their suspense films, hitting them out of the park from the moment he began working in the US."
Before Sunset ,2004,1h 20min,Drama,R,"30 July 2004 (USA)
",8.1,"237,685","https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0381681/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_237,"$2,700,000","$219,425,","$5,820,649","$15,936,507","""Before Sunrise"" was one of the most beautiful independent love stories of the 90's. Part of its appeal came from the open ending. We didn't know how the lives of these two young people would continue and what would become of them. The whole movie was like a snapshot that left the rest to our imagination. A sequel to such a story seemed to be unnecessary, but apparently director Richard Linklater himself couldn't stop thinking about these two intriguing characters and had to envision their lives after this one fateful day in Vienna."
Rififi ,1955,1h 58min,Crime,Not Rated,"5 June 1956 (USA)
",8.1,"29,192","https://m.media-amazon.com/images/M/MV5BNjZmZGRiMDgtNDkwNi00OTZhLWFhZmMtYTdkYjgyNThhOWY3XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0048021/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_239,,"$17,981,","$517,975","$521,342",RIFIFI
Rocky ,1976,2h,Drama,PG,"3 December 1976 (USA)
",8.1,"520,821","https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0075148/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_232,"$960,000",,"$117,235,147","$117,250,382","I don't remember exactly when I first saw this film, but for a long time I thought that the second of the series was my favorite. Well, I recently bought the DVD box-set and after I watched the first movie again I knew that it was definitely the best in the series, and also one of the best movies ever made. Rocky is very much more than just a boxing movie. It's a movie about the unbreakable human spirit, determination, and the will to ""go the distance."" Rocky(Sylvester Stallone) is a second rate club-fighter and a debt collector for a loan shark(Joe Spinnell). He becomes involved with a shy girl working in a petshop named Adrian(Talia Shire), and also becomes friends with her brother Paulie(Burt Young). Rocky's life really isn't anything of interest - until the World Heavyweight Champion Apollo Creed(Carl Weathers) gives him an unexpected shot at the title. An old boxer-turned-trainer named Mick(Burgess Meredith) offers to be Rocky's manager. Although the whole film is outstanding, what follows are some of the greatest and most memorable movie moments of all time. Rocky striving to go the distance in the training scene, the final fight, and the closing moments of the film are so emotional and inspiring that they perfectly demonstrate the human spirit and can bring out the will to win in anybody. Add to this an excellent music score and you have a classic and unforgettable movie. Without a doubt deserved the Best Picture award in 1976. Exceptional performances by all the cast members, notably Burgess Meredith and Sylvester Stallone. **** out of ****"
Nausicaä of the Valley of the Wind ,1984,1h 57min,Animation,PG,"25 November 1987 (USA)
",8.1,"151,954","https://m.media-amazon.com/images/M/MV5BZWFkN2ZhODAtYTNkZS00Y2NjLWIzNDYtNzJjNDNlMzAyNTIyXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0087544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_234,"$1,000,000",,"$495,770","$8,736,506","The name of Nausicaä belongs to Greek mythology; she was the Princess who saved Ulysses from drowning. And the ""Valley of the Winds"" was loosely inspired from the tragedy of Minimata Bay and the way it maintained its ecosystem viable despite the pollution. ""Nausicaä of the Valley of the Winds"" finds the perfect balance between the theme of nature always finding its way and the dramatic struggle of a heroine saving humanity from ""drowning"" in belligerent wickedness."
"Monsters, Inc. ",2001,1h 32min,Animation,G,"2 November 2001 (USA)
",8.1,"819,204","https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0198781/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_233,"$115,000,000","$62,577,067,","$290,642,256","$579,707,738","You may admire the hair detail on Sully the Yeti's arm, but you will be amazed at the warmth of characterization in `Monsters, Inc.,' surpassing even the great `Shrek' earlier this year. Goodman and Crystal are a comedic team reminiscent of the zaniest Martin and Lewis days. Crystal's Borscht-belt routines brought smiles even to this jaded and admittedly tough-on-comedy critic. I thought Eddie Murphy's donkey in `Shrek' was smart and funny; Crystal's one-eyed monster is even better with its wry and annoying wit."
Gangs of Wasseypur ,2012,5h 21min,Action,R,"22 June 2012 (India)
",8.2,"82,845","https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1954470/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_230,"INR184,000,000",,,"$4,384,642","An epic tale about loyalty, crime, lust, treachery and vendetta. A cinematic magnum opus."
Andrei Rublev ,1966,3h 25min,Biography,R,"October 1973 (USA)
",8.1,"47,376","https://m.media-amazon.com/images/M/MV5BNjM2MjMwNzUzN15BMl5BanBnXkFtZTgwMjEzMzE5MTE@._V1_UY268_CR6,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0060107/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_231,"RUR1,000,000","$11,537,","$124,189","$145,491",Some historical knowledge will definitely not hurt while watching this film.
Amores Perros ,2000,2h 34min,Drama,R,"13 April 2001 (USA)
",8.1,"224,539","https://m.media-amazon.com/images/M/MV5BMjQxMWJhMzMtMzllZi00NzMwLTllYjktNTcwZmU4ZmU3NTA0XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_UY268_CR9,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0245712/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_229,"$2,000,000","$61,047,","$5,408,467","$20,908,467","This film consists of three intertwining stories, all involving dogs, and all laced with violence. The first story we're shown, that of Octavio, is excellent. Definitely a ""10"". If the movie had stayed at this level it might have been the best film of the year, but the second segment is annoyingly bad. Totally ridiculous, bad acting, lame story. The third and final segment is very good. I would recommend seeing this film, but I'd also recommend fast forwarding through the second segment."
La Haine ,1995,1h 38min,Crime,Not Rated,"23 February 1996 (USA)
",8.1,"151,436","https://m.media-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0113247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_224,"EUR2,590,000",,"$280,859","$302,606","Moviemakers when filming French based films have traditionally tended to sentimentalise the people' through the celebration of les petits gens, the little people of Pagnol and Clair as well as more recently the fantastical Parisian wonderland environments of Amelie and Moulin Rouge. With La Haine, young director Mathieu Kassovitz took the flipside of this and gave an illustration of the awfulness of life in the depressed blue-collar areas of Paris"
Spotlight ,2015,2h 9min,Biography,R,"20 November 2015 (USA)
",8.1,"422,880","https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1895587/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_226,"$20,000,000","$295,009,","$45,055,776","$98,690,254","Relevant, powerful and astonishing. Shocking, criminal and true. These are the only words to describe this film as it has literally put the 'spotlight' on the systematic cover-up by the Catholic Church of mass molestation and sexual assault acts performed by the priests in the Boston archdiocese that were trusted in the communities they represented. These 'men of God' preyed on the weak and vulnerable for years and the most powerful religious sect in the world did nothing but sweep it under the proverbial carpet. 'Spotlight's' dramatic importance has immediately drawn the attention of film lovers who crave a riveting production that dives deep into a very real circumstance that has impacted every corner of the globe."
Hotel Rwanda ,2004,2h 1min,Biography,PG-13,"4 February 2005 (USA)
",8.1,"335,422","https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0395169/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_228,"$17,500,000","$100,091,","$23,530,892","$33,882,243",Just saw the San Francisco premier last night and it isn't a dramatization - it's much more of a documentary -- Hotel is extremely factual. CAN'T SAY ENOUGH ABOUT THIS FILM! INCREDIBLE EXPERIENCE!
The Passion of Joan of Arc ,1928,1h 54min,Biography,Passed,"25 October 1928 (France)
",8.1,"48,122","https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0019254/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_227,,"$6,408,","$21,877","$21,877","What can one say about this work of art that has not been said many times before by those far better qualified to explain both it's importance and place as cinema and art? I shall not comment on the greatness of the film's technical achievements; the stunning cinematography, the production design, the brilliance of the screenplay based on actual transcripts from the trial, or the perfection of Mr. Dreyer's direction. The performance of Falconetti as Jeanne d' Arc has a profundity and depth far beyond my ability to illuminate. I suppose the best I can hope to do is to share my feelings, however inadequately expressed, of the effect it had on me. To say that it may be the greatest film ever made is to sound both obvious and trite. That a work of such beauty and simplicity, made seventy-six years ago can still have the power to move audiences in an era of multi-million dollar, hi-tech, bombastic over-wrought cinematic drivel is in itself a testament to the vision and genius of Carl Theodor Dreyer, Maria Falconetti and their collaborators. It is nourishment for those that hunger for something more in cinema, a feast for the soul. It is a reminder that film can indeed be art, and this film like all great works of art, lifts and transports us from the routine of our work-a-day lives to enable us, if only for a moment to experience the sublime. When viewing it we look at it as looking in a mirror. That is to say we look into ourselves. We question ourselves as to our own beliefs, or the lack thereof and the strength of spirit that enables an individual to endure the unendurable. Viewing it is a profound experience the nature of which for myself is transcendent rather than religious, because I am not in the least a religious person. Transcendent because it evokes emotions and thoughts that I cannot wholly account for, or adequately explain."
Monty Python's Life of Brian ,1979,1h 34min,Comedy,R,"17 August 1979 (USA)
",8.1,"368,636","https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0079470/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_223,"$4,000,000","$140,034,","$20,206,622","$20,741,055",Love this Gem!
The 400 Blows ,1959,1h 39min,Crime,Not Rated,"16 November 1959 (USA)
",8.1,"105,983","https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR10,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0053198/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_225,,"$11,206,",$509,"$127,244","Les quatre-cents coups is the film that opens up the New Wave movement. I think many of the characteristics of the New Wave -as pointed out in class- can be inferred form the differences between the last film we saw in class, Carné's Les enfants du paradis, and this work by Truffaut: real life situations, no sets, everyday people. I have found in Les quatre-cents coups a brand new, refreshing and overwhelming cinema. But Les quatre-cents coups is also a dense, complicated film. Its autobiographical character makes it an encyclopedia of personal feelings, opinions and nuances of an introspection by Truffaut."
