title,year,duration,genre,classif,release,rating,users_rated,poster_img_url,movie_url,budget,op_weekend_US,gross_US,gross_worldwide,review
Hachi: A Dog's Tale ,2009,1h 33min,Biography,G,"9 April 2010 (Mexico)
",8.1,"254,983","https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1028532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_214,"$16,000,000",,,"$46,749,646",Its really hard to articulate when you have so much to write and so little words to express. And even lesser words which could actually help you convey what you want to say. The closest word which comes to my mind in this case is 'stupendous'.
Soul ,2020,1h 40min,Animation,PG,"25 December 2020 (USA)
",8.1,"184,951","https://m.media-amazon.com/images/M/MV5BZGE1MDg5M2MtNTkyZS00MTY5LTg1YzUtZTlhZmM1Y2EwNmFmXkEyXkFqcGdeQXVyNjA3OTI0MDc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt2948372/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_216,,,,"$108,200,000","I can't put into words how close to home this movie hit for me. Not to sound pretentious, but it's more than a movie - it's a life lesson on how to live. It'll teach you that life isn't about careers, goals, passions, or achievements. It's about living, right here in this moment, exactly where you are."
Ben-Hur ,1959,3h 32min,Adventure,G,"16 November 1961 (Mexico)
",8.1,"220,273","https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213,"$15,000,000","$241,792,","$74,422,622","$74,427,638","""Ben-Hur"" is a dominant Best Picture Oscar winner that is perhaps more impressive now than it was when it was first released in 1959. Charlton Heston (Oscar-winning) stars as a rich Jewish nobleman during the time of Jesus Christ who is turned into a slave by the Romans after a freak accident. Now he is manning an oar in a ship's galley and his family is imprisoned. Years pass and now Heston is after the former childhood friend (Stephen Boyd), a Roman, that turned against him. The 17 minutes of footage for the chariot race is some of the best during the history of the cinema. Hugh Griffith won a Best Supporting Actor Oscar and William Wyler won his third and final Best Director Oscar. A monumental film that is great in every cinematic category known to man. 5 stars out of 5."
Network ,1976,2h 1min,Drama,R,"27 November 1976 (USA)
",8.1,"145,468","https://m.media-amazon.com/images/M/MV5BZGNjYjM2MzItZGQzZi00NmY3LTgxOGUtMTQ2MWQxNWQ2MmMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0074958/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_210,"$3,800,000",,"$23,689,877","$23,690,757","It is the only word I can come up with to describe this masterfully savage satire, and IMHO, it's the only word that need be used."
Harry Potter and the Deathly Hallows - Part 2 ,2011,2h 10min,Adventure,PG-13,"15 July 2011 (USA)
",8.1,"768,568","https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1201607/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_212,"$125,000,000","$169,189,427,","$381,409,310","$1,342,223,936","Endings are usually the problems of most movie series. They usually end up being mediocre & unsatisfying or they are made to cash in people. The great thing about Harry Potter movies, the filmmakers are taking their job seriously. Harry Potter and the Deathly Hallows Part 2 is a great ending of the series. It's more than throwing a lot of action and exposition. Harry Potter and the Deathly Hallows Part 2 is one of those conclusion that actually care about the series."
Stand By Me ,1986,1h 29min,Adventure,R,"22 August 1986 (USA)
",8.1,"364,816","https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0092005/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211,"$8,000,000","$242,795,","$52,287,414","$52,287,414","Without a doubt this movie is probably the best coming of age flick around, it has terrific acting and an incredibly touching plot that keeps you going throughout the whole film. I think the reason I love this film so much is because, everyone in some way could relate to it. When you're a pre-teen and have a close group of friends and face something so intense together, there's that special bond that no matter how much you loose touch with each other, one day, you just think of them and that one incident."
Million Dollar Baby ,2004,2h 12min,Drama,PG-13,"28 January 2005 (USA)
",8.1,"638,519","https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0405159/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_209,"$30,000,000","$179,953,","$100,492,203","$216,763,646","I don't know why, but I went into the theater thinking I was about to see a female Rocky Balboa kind of deal. I left the theater in a daze. Overwhelmed by the simple truth of its conclusion. My hat to Clint Eastwood. What an extraordinary career. An artist of enormous proportions so well camouflaged behind a shy smile and a charming, clumsy attitude. I remember focusing on Clint Eastwood through a very different lens after sitting through ""Pale Rider"" a mythological, lyrical western. Actors love him because he, clearly, doesn't lie to them, doesn't kiss their asses. He quite simply gives them room to maneuver. Even someone like Meryl Streep, felt freer and capable to stretch herself all the way to Italy under his wing. Sean Penn, Kevin Bacon, Tim Robbins, Jude Law, Morgan Freeman, Gene Hackman yes mostly men but there was also, other than Meryl Streep, Genevieve Boujold. Marcia Gay Harden, Laura Linney and now Hillary Swank with a performance that not even ""Boys don't Cry"" could predict. The film is a triumph in every department. My stomach ached from feeling. That's a compliment Mr. Eastwood. Thank you very much."
Dead Poets Society ,1989,2h 8min,Comedy,PG,"9 June 1989 (USA)
",8.1,"428,412","https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_208,"$16,400,000","$340,456,","$95,860,116","$235,860,116","Do not go where society tells you to. Find the things you love and pursue them with every fibre of your being until the day you die. That's the message I took from Dead Poets Society. Weird, inspiring and heartbreaking, DPS is a one of a kind film and one of the reasons Robin Williams is so renowned worldwide as not just a comedian, but a remarkable actor as well. After watching this movie you'll want to change the world. Amazing!"
Mr. Smith Goes to Washington ,1939,2h 9min,Comedy,Passed,"19 October 1939 (USA)
",8.1,"107,401","https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0031679/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_206,"$1,900,000","$83,205,","$144,738","$144,738","Now, I must admit that this is one of my top five favorite films. There is a warmth, idealism, and kinda simple feeling of hope, that makes one believe that things will work out in the end. Capra knew exactly what he wanted, and it shines. Jimmy Stewart, in the role of his life, makes us believe, what we know is almost impossible in todays crass world."
12 Years a Slave ,2013,2h 14min,Biography,R,"8 November 2013 (USA)
",8.1,"643,705","https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt2024544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_205,"$20,000,000","$923,715,","$56,671,993","$187,733,202","If any contemporary director deserves to be in the mainstream spotlight without compromising their style, it's Steve McQueen. His debut, Hunger, already had the hand of a confident filmmaker taking a fly-on-the-wall style to the grimy art-house. Shame was one of the finest films of its year for its impeccable depiction of an addiction to one of humanity's primal survival instincts resulting in self-destruction. I'm so happy that his latest film has gracefully conquered early Oscar favourites from the output of David O. Russell, Martin Scorsese and the now delayed film from George Clooney to become this year's Oscar frontrunner. During its festival run when the buzz first began, I took it upon myself to read the screenplay. While I can usually sink scripts within a few hours, the poetic density of 12 Years A Slave took several sittings across a week or two. Even on the page it was a harrowing, exhausting experience. It's a film that needs a have a gut to truly display the length of time, but the script is bloated in its brilliance."
Mad Max: Fury Road ,2015,2h,Action,R,"15 May 2015 (USA)
",8.1,"886,765","https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1392190/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_207,"$150,000,000","$45,428,128,","$154,058,340","$376,064,156","I was left speechless when this finished. It can be hard to describe indeed.... but I'll go for it... Sheer madness that isn't sullied by bad acting or laughable lines. A blockbuster that is gritty and doesn't have a sense of humour that could be equated to a fluffy kitten. No 'lets all hug' sentimental BS. This is seriously a movie I thought I'd never see: a CGI-filled blockbuster that I flat out loved. The stunts are so much fun, the FX so great, it is the first movie I have seen where I have thoroughly enjoyed all this type of stuff - probably because the cinematography for once doesn't suffer cos of it. It is all incredibly shot. The action is so brutal and appropriately high-octane. I thought to myself more than once, 'I think I am loving this more than Terminator 2' but other than that, there wasn't time to think. It kicked off fast and barely stopped, and the lulls were amplified by the insanity preceding them. Plus it is a dark film, which made it even better. I many people do an Aussie accent even close to well, was Hardy actually trying for that? Either way, he didn't talk much so it didn't really matter. This is more Theron's movie than Hardy's, he doesn't say much and does next to nothing for the first third or so. Theron's Furiosa is more of the hero is the story, if there were to be a hero in such a grisly and dark world. I don't even like this type of movie but the execution is everything. I'm gonna go see this again, soon. 4.5/5"
The Bandit ,1996,2h 8min,Crime,,"29 November 1996 (Turkey)
",8.2,"64,456","https://m.media-amazon.com/images/M/MV5BOGQ4ZjFmYjktOGNkNS00OWYyLWIyZjgtMGJjM2U1ZTA0ZTlhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0116231/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_204,"TRL1,200,000",,,,"The 'rebirth' of Turkish cinema is rejoiced with perhaps one of the finest movies to ever appear in Turkey. It appears the sudden pause of the Turkish cinema due to the lacking quality against the western movie market has resumed, transforming yesilcam and its unique and familiar style into something that is more recognizable by the 'new generation'. Movies like Kahbe Bizans, Abuzer Kadayif, Eskiya, and TV series like Ikinci Bahar and Yilan Hikayesi are some of the finest examples of this. Yet these are far more than simple replications of the western styles, these contain an element of the Turkish culture and people that we are so used to seeing. This is the essence of the brilliance beneath Eskiya. The way it accurately reflects our troubles and the way we deal with them."
Ford v Ferrari ,2019,2h 32min,Action,PG-13,"15 November 2019 (USA)
",8.1,"296,749","https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1950186/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_203,"$97,600,000","$31,474,958,","$117,624,357","$225,508,210","I've never watched a car race in my life. I have absolutely no knowledge of the historic events surrounding the Ford and Ferrari motor companies. None of those two things mattered in my viewing experience of ""Ford v Ferrari"". Not only does it allow the viewer to be a complete clean slate, but it provides the utmost of entertainment on almost every front."
Barry Lyndon ,1975,3h 5min,Adventure,PG,"18 December 1975 (USA)
",8.1,"150,778","https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0072684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_201,"$11,000,000",,,"$198,992","(Note: Over 500 of my movie reviews are now available in my book ""Cut to the Chaise Lounge or I Can't Believe I Swallowed the Remote!"" Get it at Amazon.)"
How to Train Your Dragon ,2010,1h 38min,Animation,PG,"26 March 2010 (USA)
",8.1,"669,653","https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0892769/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_202,"$165,000,000","$43,732,319,","$217,581,231","$494,878,759","...not that this is necessarily saying much, since the films of the past decade are either made for the Academy Awards with some social message that hits the audience over the head with a social justice sledgehammer, or they are action films with lots of car chases and explosions and comic book heroes or they are 50 shades of obscene. But I digress."
To Be or Not to Be ,1942,1h 39min,Comedy,Passed,"6 March 1942 (USA)
",8.2,"30,302","https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0035446/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_199,,,"$3,270,000","$4,578,000",As
The General ,1926,1h 7min,Action,Passed,"2 January 1927 (USA)
",8.1,"81,577","https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0017925/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_200,"$750,000",,,,The locomotive majesty of silent motion pictures amplified tenfold by the genius of Buster Keaton.
The Big Lebowski ,1998,1h 57min,Comedy,R,"6 March 1998 (USA)
",8.1,"735,561","https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0118715/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_197,"$15,000,000","$5,533,844,","$18,034,458","$46,739,566","It's a travesty that most critics only read The Big Lebowski at its most superficial level and called it a modern take on a Raymond Chandler potboiler. I simply can't begin to perceive how one could sit down in front of this cinematic pop-poetry, as it plates gold on the silver screen, and not feel so incredibly alive. The dream sequence Busbee Berkley musical numbers are unique and awe-inspiring; the humor is rich, subtle, and clever in the way it satirizes politically correct arrogance; the free-flowing story avoids (even pokes fun at) nonessentials like plot points and pay-offs. But what really makes this film such a masterpiece, such a panacea, is the incredible humanism, the care that the Coen brothers put in developing The Dude (Jeff Bridges), Walter (John Goodman), Donnie (Steve Buscemi-tremendously endearing), and Brandt (magnificently played by Phillip Seymour Hoffman). Looking at the films use of Sam Elliott to play The Stranger, who constantly rambles about the many wonders of The Dude (among other things), it is clear that the film is an ode to a Dudist way of life. And in a time where so many film promise that they have the answer to the worlds problems and end up as slick, stylistic show-off films, what more could one ask for than a good-hearted film like this? Not to mention the performance by Jeff Bridges, which ranks among the best performances of the nineties; he has a relaxed slouch, a goofy smile, an enthusiastic dance, and his buttons can only be pushed by Walter, who John Goodman plays with charm and fury. The Coen brothers have always been considered 'cold' filmmakers, but there is nothing here but warmth and humanity (as is the case with the Coens' Fargo). What we have here is one of the greatest achievements in modern cinema and if you can't see that, grab a White Russian, hit the bowling ally, and find your inner-Dude as soon as possible."
Autumn Sonata ,1978,1h 39min,Drama,PG,"18 October 1978 (USA)
",8.2,"27,400","https://m.media-amazon.com/images/M/MV5BNGIyMWRlYTctMWNlMi00ZGIzLThjOTgtZjQzZjRjNmRhMDdlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0077711/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_198,,,,"$14,338","Generally, either ""Seventh Seal"" or ""Persona"" is the film that a critic will name if s/he is stuck with the task of naming Ingmar Bergman's greatest achievement. A couple others might be named, but rarely do you hear a critic espouse the brilliance of ""Autumn Sonata."""
Andhadhun ,2018,2h 19min,Crime,Not Rated,"5 October 2018 (USA)
",8.3,"72,788","https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY268_CR1,0,182,268_AL_.jpg",https://www.imdb.com/title/tt8108198/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_194,"$4,500,000","$278,677,","$1,193,046","$62,475,342","It was a thrill ride with many great turns and characters are so well developed and portrayed , great performance by Ayushmann Khurana and Tabu , so cunning yet so entertaining and pace was slow at first but it was necessary for what was coming and the master idea at the end is brilliant and is not lesser than any cliffhanger."
Anand ,1971,2h 2min,Drama,Not Rated,"12 March 1971 (India)
",8.4,"30,542","https://m.media-amazon.com/images/M/MV5BNTMzNGFlYmUtMTA0Ny00MzE1LTk1NjAtNjIxYzczZmQxNzk2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR8,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0066763/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_195,"INR3,000,000",,,,"It is very rare for guys to shed tears after watching a movie, this movie does make you shed tears for Anand, the main protagonist played by the superstar of the 70's Rajesh Khanna."
Sherlock Jr. ,1924,45min,Action,Passed,"11 May 1924 (USA)
",8.2,"42,397","https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0015324/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_196,,,"$977,375",,"This Keaton classic is both funny and extremely clever in its construction. Our hero is a cleaner but dreams of becoming a detective, always with his nose buried in a book on the subject."
Persona ,1966,1h 23min,Drama,Not Rated,"16 March 1967 (USA)
",8.1,"104,078","https://m.media-amazon.com/images/M/MV5BMTM0YzExY2EtMjUyZi00ZmIwLWFkYTktNjY5NmVkYTdkMjI5XkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0060827/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_193,,,,"$25,407","'Persona' is one of the most enigmatic movies in the history of cinema. Those who read the chronicles written right after the 1966 release of the film or the articles dedicated to it in the books of cinema history will encounter as many interpretations as authors. The same happens if we read the opinions written by film lovers on sites like IMDB, or we discuss the film between us. Ingmar Bergman had the inspiration not only of not talking a lot about this film (even less than about his other films) but he also avoided sharing too much of his personal thoughts or ideas even with the actresses or the other members of the production team. The result is an enigma. Each of us who sees or sees again this movie has his own Persona'."
Prisoners ,2013,2h 33min,Crime,R,"20 September 2013 (USA)
",8.1,"605,047","https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1392214/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_192,"$46,000,000","$20,817,053,","$61,002,302","$122,126,687","This was one intense movie-going experience. Throughout the entire running time of the movie, the suspense never lets up."
Hacksaw Ridge ,2016,2h 19min,Biography,R,"4 November 2016 (USA)
",8.1,"439,372","https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt2119532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_191,"$40,000,000","$15,190,758,","$67,209,615","$180,450,918",Good war-films can be very disturbing to watch. The dramatic realism of modern digital effects spares little and many audiences will find Hacksaw Ridge (2016) one of the most violent sensory assaults that can be experienced in a cinema. If it were not a true story that celebrates an unusual hero the film could have been accused of a gratuitous display of unrelenting carnage and military triumphalism.
Before Sunrise ,1995,1h 41min,Drama,R,"27 January 1995 (USA)
",8.1,"274,031","https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0112471/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_188,"$2,500,000","$1,423,537,","$5,535,405","$5,987,386","This movie is intelligent. That is, more than most other movies, it transcends the least common denominator - stupid people will probably not appreciate it. The story also relies heavily on dialogue. It has some parallels to Lost in Translation, although Before Sunrise is much brighter, somehow less abstract, and simply a lot better."
Catch Me If You Can ,2002,2h 21min,Biography,PG-13,"25 December 2002 (USA)
",8.1,"839,040","https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0264464/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_190,"$52,000,000","$30,053,627,","$164,615,351","$352,114,312","On Leonardo DiCaprio's 31st birthday, I have the pleasure of praising one of the finest actors working today. I didn't realize what I was seeing when that homeless boy showed up on 'Growing Pains'--a show not exactly known for the quality of its actors. And I didn't see much to like about ""Titanic"" except the excitement of watching the people evacuating and the ship sinking. Also, 'Romeo and Juliet' was just corny, with 400-year-old dialogue in a modern setting."
